PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag,HAS_CC,HAS_PL,Total_TL,Tot_Active_TL,Tot_Closed_TL,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_closed_l6m,pct_tl_open_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
25662,49,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,2,51,4,4,1,Married,SSC,37,M,12000,190,1,1,0.428000003,NULL,0,NULL,0,1,0,1,0,0.791999996,0,0,PL,ConsumerLoan,670,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,6
25663,46,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,7,5,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,364,1,0,0,Married,UNDER GRADUATE,29,M,25000,122,1,0,0.75999999,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,685,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,12,12
25664,102,8,8,1,89,89,0,1,1,0,89,1,1,84,26,57,0,0,0,0,0,0,0,0,0,89,3,0,0,0,1,1,1,104,2,1,0,Married,GRADUATE,23,M,20000,41,0.777999997,0.143000007,0.638999999,NULL,0,NULL,0,1,0,1,0,27.34000015,1,0,PL,others,724,1,0,0,9,7,2,1,1,0.111000001,0.111000001,0.777999997,0.222000003,7,2,0.777999997,0.222000003,1,0,0,0,6,0,0,6,3,3,71,3
25665,17,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,190,2,0,0,Married,GRADUATE,33,M,30000,106,0.333000004,0.5,0.150999993,0.032000002,1,NULL,0,0,0,0,0,2.539999962,0,0,ConsumerLoan,ConsumerLoan,696,2,1,0,9,3,6,1,3,0.333000004,0.111000001,0.333000004,0.666999996,2,3,0.222000003,0.333000004,0,0,3,5,0,0,0,0,9,1,50,6
25666,38,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,61,2,1,1,Single,12TH,22,M,18500,78,1,0,0.323000014,NULL,0,NULL,0,0,0,0,0,1.172999978,0,0,ConsumerLoan,ConsumerLoan,678,2,0,0,2,2,0,0,0,0,0,1,0,1,0,0.5,0,0,0,0,1,0,0,0,0,2,1,21,6
25667,61,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,811,0,0,0,Married,SSC,31,M,14000,94,1,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,675,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26,26
25668,83,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,37,2,2,2,Married,GRADUATE,48,M,35000,349,0.5,0.5,0.405000001,NULL,0,NULL,0,1,0,1,0,0.763999999,0,0,PL,ConsumerLoan,668,3,0,0,4,2,2,1,1,0.25,0.25,0.5,0.5,2,1,0.5,0.25,1,0,0,4,0,0,0,0,4,0,35,2
25669,107,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,177,1,1,0,Married,UNDER GRADUATE,31,F,14000,120,0.555999994,0.166999996,0.726000011,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,689,2,0,0,9,5,4,1,1,0.111000001,0.111000001,0.555999994,0.444000006,6,4,0.666999996,0.444000006,1,2,0,1,2,0,0,8,1,4,49,6
25670,71,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,16,4,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,4,3,3,1,Married,POST-GRADUATE,33,M,30000,122,1,0,0.560000002,NULL,0,NULL,0,1,0,1,0,NULL,0,0,ConsumerLoan,others,684,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17,17
25671,121,18,3,11,93,29,3,6,3,33,93,3,1,15,7,12,0,0,0,0,0,0,0,0,0,3,8,4,0,0,4,0,0,532,0,0,0,Single,SSC,31,M,10000,42,0.666999996,1,0.834999979,NULL,1,0.834999979,1,0,0,0,0,60,0,0,PL,CC,680,2,0,1,3,2,1,1,0,0,0.333000004,0.666999996,0.333000004,1,1,0.333000004,0.333000004,0,0,1,0,0,0,2,0,3,0,19,4
25672,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,GRADUATE,27,M,24500,38,1,1,1.001999974,NULL,0,NULL,0,0,0,0,0,2.776000023,0,0,others,others,677,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,3,3
25673,59,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33,8,6,8,1,0,0,50,18,11,3,Married,GRADUATE,34,M,35000,130,0.379000008,0.333000004,0.583999991,0.647000015,1,0.409000009,1,0,0.75,0,0.75,14.20300007,0,0,others,others,688,2,1,1,29,11,18,3,8,0.275999993,0.103,0.379000008,0.620999992,9,13,0.310000002,0.448000014,0,1,2,25,0,0,1,1,28,0,100,4
25674,51,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,585,0,0,0,Married,GRADUATE,30,M,24000,80,1,1,0.644999981,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,683,2,0,0,2,2,0,1,0,0,0.5,1,0,1,0,0.5,0,1,0,0,0,0,0,0,2,0,2,19,2
25675,12,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,1,2,120,7,2,0,Married,12TH,27,M,18000,245,0.666999996,0.625,0.663999975,NULL,0,NULL,0,0.5,0,0.25,0,4.831999779,0,0,PL,ConsumerLoan,675,2,0,0,12,8,4,5,3,0.25,0.416999996,0.666999996,0.333000004,8,4,0.666999996,0.333000004,2,2,0,5,0,0,0,2,10,5,22,2
25676,64,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,383,0,0,0,Married,OTHERS,36,M,25000,311,1,0,0,NULL,0,NULL,0,0,0,0,0,0.680000007,0,0,others,others,688,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,12,12
25677,57,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,GRADUATE,27,M,43000,103,0.25,0.400000006,0.588999987,NULL,0,NULL,0,0,0,0,0,1.345999956,0,0,others,others,677,2,0,0,12,3,9,2,3,0.25,0.166999996,0.25,0.75,5,6,0.416999996,0.5,1,0,0,8,0,0,0,0,12,4,32,4
25678,50,30,25,6,604,512,0,0,0,0,0,6,6,1,1,1,0,0,0,0,0,0,0,0,0,512,11,1,1,1,1,0,1,3,9,7,4,Married,GRADUATE,41,M,45000,66,0.57099998,1,0.912999988,0.809000015,1,NULL,0,0,1,0,1,0.864000022,1,0,ConsumerLoan,ConsumerLoan,685,2,1,0,7,4,3,3,0,0,0.42899999,0.57099998,0.42899999,3,0,0.42899999,0,0,0,1,3,2,0,0,2,5,1,126,3
25679,217,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,12TH,32,M,25000,109,1,0,1,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,693,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,7,7
25680,190,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,657,0,0,0,Single,12TH,29,M,32500,184,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,684,2,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0.5,0,2,0,0,0,0,0,2,0,0,42,22
25681,53,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,33,3,9,0,0,0,0,0,0,0,0,0,0,13,6,0,0,3,0,0,202,1,0,0,Single,GRADUATE,56,M,40000,243,0.61500001,0.666999996,0.930999994,0.838,1,0.89200002,1,0,0,0,0,26.14699936,0,0,others,ConsumerLoan,708,1,1,1,13,8,5,2,2,0.153999999,0.153999999,0.61500001,0.38499999,3,2,0.231000006,0.153999999,0,0,3,5,0,0,4,0,13,1,64,4
25682,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,17,3,3,3,Married,12TH,24,F,20000,36,1,1,1.409999967,NULL,0,NULL,0,1,0,1,0,0.579999983,0,0,PL,ConsumerLoan,659,3,0,0,2,2,0,2,0,0,1,1,0,2,0,1,0,2,1,0,1,0,0,0,1,1,0,2,2
25683,52,35,34,2,43,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,3,1,1,74,2,2,1,Married,GRADUATE,33,M,33000,125,0.388999999,0.833000004,0.646000028,NULL,0,0.407999992,1,1,0,0.333000004,0,4.138999939,1,0,PL,others,663,3,0,1,18,7,11,5,2,0.111000001,0.277999997,0.388999999,0.611000001,6,4,0.333000004,0.222000003,3,1,0,5,7,0,1,8,10,4,119,1
25684,72,NULL,NULL,0,NULL,0,0,0,0,NULL,0,0,0,9,3,5,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,GRADUATE,26,M,13500,35,0.5,1,1,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,680,2,0,0,4,2,2,1,0,0,0.25,0.5,0.5,1,0,0.25,0,0,0,0,0,2,0,0,2,2,2,29,2
25685,2585,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,267,3,0,0,Married,UNDER GRADUATE,34,M,35000,209,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,PL,PL,695,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,106,106
25686,62,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,3,4,7,5,7,1,17,13,12,Single,GRADUATE,26,M,21000,120,1,1,0.426999986,0.426999986,1,NULL,0,0.713999987,0.75,0.713999987,0.600000024,1.409999967,0,0,others,CC,625,4,1,0,2,2,0,1,0,0,0.5,1,0,1,0,0.5,0,1,0,2,0,0,0,0,0,2,0,13,2
25687,667,28,28,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,923,0,0,0,Married,SSC,29,M,16000,122,0.5,0,0,NULL,0,NULL,0,0,0,0,0,1,0,0,ConsumerLoan,others,678,2,0,0,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,1,0,0,0,1,1,0,63,31
25688,31,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,1,3,6,6,2,2,Married,12TH,31,F,30000,108,0.75,0,0.927999973,NULL,0,0.89200002,1,0.333000004,0,0.333000004,0,6.166999817,0,0,others,ConsumerLoan,667,3,0,1,4,3,1,0,0,0,0,0.75,0.25,3,0,0.75,0,2,0,0,2,0,0,2,0,4,0,20,7
25689,161,17,7,7,89,27,0,3,3,NULL,88,4,2,23,5,6,0,0,0,0,0,0,0,0,0,27,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,GRADUATE,23,F,9000,38,1,0,1.34800005,NULL,0,NULL,0,0,0,0,0,11.55599976,0,0,others,others,664,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,77,77
25690,59,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,354,1,0,0,Married,12TH,29,M,30000,102,1,0,0.277999997,NULL,0,NULL,0,0,0,0,0,0.796999991,0,0,others,others,684,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,12,12
25691,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,Single,UNDER GRADUATE,24,F,15000,74,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,ConsumerLoan,681,2,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,9,9
25692,31,35,2,9,75,47,1,1,0,9,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,1,1,3,3,3,6,7,5,2,Married,GRADUATE,34,F,19000,68,0.421000004,0.75,0.573000014,NULL,0,0.964999974,1,1,1,1,1,15.19299984,1,0,ConsumerLoan,others,670,2,0,1,19,8,11,6,3,0.158000007,0.316000015,0.421000004,0.578999996,8,3,0.421000004,0.158000007,1,0,0,3,11,0,1,12,7,4,44,3
25693,84,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,2,79,5,3,2,Married,12TH,33,M,18000,130,1,0.333000004,0.779999971,NULL,0,1,1,1,0,1,0,19.18899918,0,0,PL,others,672,2,0,1,6,6,0,2,0,0,0.333000004,1,0,6,0,1,0,2,0,0,4,0,0,1,0,6,1,11,3
25694,46,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,2,5,4,3,3,Single,OTHERS,24,M,30000,93,1,0.5,0.691999972,NULL,0,NULL,0,0.5,0,0.5,0,1.282999992,0,0,PL,PL,651,4,0,0,2,2,0,1,0,0,0.5,1,0,2,0,1,0,0,0,0,2,0,0,0,0,2,0,6,2
25695,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,8,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,Single,12TH,23,M,18000,74,1,0,0.816999972,NULL,0,0.816999972,1,0,0,0,0,3.332999945,0,0,ConsumerLoan,ConsumerLoan,687,2,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,10,10
25696,78,NULL,NULL,0,NULL,0,0,0,0,NULL,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,2,121,3,1,0,Married,12TH,27,M,15000,149,0.666999996,0,0.97299999,NULL,0,NULL,0,0.5,0,0.5,0,NULL,0,0,PL,others,701,3,0,0,3,2,1,0,0,0,0,0.666999996,0.333000004,1,1,0.333000004,0.333000004,0,3,0,0,0,0,0,3,0,0,71,9
25697,27,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,42,2,2,2,Single,GRADUATE,23,M,11990,13,1,1,0.598999977,NULL,0,NULL,0,0,0,0,0,1.458999991,0,0,ConsumerLoan,others,681,2,0,0,2,2,0,1,0,0,0.5,1,0,1,0,0.5,0,0,1,0,1,0,0,0,1,1,0,16,1
25698,143,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,42,9,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,174,1,1,0,Married,SSC,46,M,22000,251,0.363999993,0.5,0.975000024,NULL,0,NULL,0,0,0,0,0,22.72699928,1,1,others,PL,743,1,0,0,11,4,7,1,0,0,0.090999998,0.363999993,0.635999978,2,0,0.181999996,0,1,0,0,0,5,1,0,6,5,5,179,6
25699,47,29,9,4,89,89,0,1,1,0,89,3,3,18,9,14,0,0,0,0,0,0,0,0,0,89,14,0,0,0,6,1,3,8,8,6,5,Married,GRADUATE,49,F,200000,101,0.437999994,0.800000012,0.93900001,NULL,0,NULL,1,0.333000004,0,0.166999996,0,2.352999926,1,0,ConsumerLoan,others,668,3,0,0,16,7,9,4,0,0,0.25,0.437999994,0.561999977,5,1,0.312000006,0.061999999,2,3,0,1,4,0,1,10,6,7,101,2
25700,50,28,5,7,25,24,1,5,4,24,25,0,0,17,1,9,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,3,1,1,1,Married,SSC,45,M,14500,60,0.75,0,0.174999997,NULL,0,NULL,0,0,0,0,0,7.660999775,0,0,ConsumerLoan,ConsumerLoan,691,2,0,0,8,6,2,0,0,0,0,0.75,0.25,2,1,0.25,0.125,0,0,0,4,0,0,0,0,8,4,59,8
25701,61,20,20,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,0,0,0,4,2,3,18,7,3,3,Married,GRADUATE,26,M,28000,29,0.666999996,0,0.833999991,NULL,0,0.961000025,1,0.666999996,0,0.5,0,6.999000072,0,0,PL,ConsumerLoan,646,4,0,1,3,2,1,0,0,0,0,0.666999996,0.333000004,2,1,0.666999996,0.333000004,0,1,0,1,0,0,1,1,2,0,22,7
25702,87,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,244,1,0,0,Married,GRADUATE,50,M,25000,365,0.400000006,0,0.079999998,NULL,1,NULL,0,0,0,0,0,1.899999976,0,0,ConsumerLoan,CC,731,1,0,0,5,2,3,0,0,0,0,0.400000006,0.600000024,1,1,0.200000003,0.200000003,0,0,1,3,0,0,0,0,5,1,190,8
25703,2454,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,1,Married,SSC,56,M,22000,310,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,others,674,2,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,123,106
25704,75,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,2,125,3,2,0,Married,GRADUATE,32,M,35000,114,1,0.5,0.865999997,NULL,0,0.98299998,1,1,0,1,0,1.81400001,0,0,PL,others,680,2,0,1,2,2,0,1,0,0,0.5,1,0,2,0,1,0,0,0,0,0,0,0,1,0,2,1,8,4
25705,106,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,136,2,2,0,Single,GRADUATE,25,M,11000,52,1,1,0.600000024,NULL,0,NULL,0,1,0,1,0,1.636000037,0,0,PL,others,670,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4,4
25706,1102,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,875,0,0,0,Married,POST-GRADUATE,41,M,42500,128,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,691,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,62,62
25707,169,30,20,7,59,59,0,0,0,NULL,NULL,1,0,33,5,11,1,0,0,0,0,0,0,0,0,59,2,0,0,0,1,0,0,2,1,1,1,Married,12TH,51,M,20000,50,0.25,0,0.384000003,NULL,0,0.384000003,1,0,0,0,0,10,0,0,ConsumerLoan,PL,702,3,0,1,4,1,3,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,4,0,4,0,150,39
25708,154,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,12TH,48,M,18000,281,1,0,0.625,NULL,0,NULL,0,0,0,0,0,NULL,0,1,others,others,687,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,38,38
25709,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,UNDER GRADUATE,22,M,18000,33,1,0.5,1.027999997,NULL,0,NULL,0,0,0,0,0,3.888999939,1,0,others,others,674,2,0,0,2,2,0,1,0,0,0.5,1,0,2,0,1,0,2,0,0,0,1,0,0,1,1,1,9,5
25710,66,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,4,1,4,10,7,3,3,Married,GRADUATE,27,M,38000,120,1,0,0.521000028,NULL,0,NULL,0,0.25,0,0.25,0,0.338,0,0,ConsumerLoan,CC,661,3,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,8,8
25711,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,4,4,4,43,11,11,8,Married,SSC,35,M,15000,365,0.666999996,1,1,NULL,0,1,1,1,1,1,1,13.33300018,0,0,PL,AL,651,4,0,1,3,2,1,2,0,0,0.666999996,0.666999996,0.333000004,2,0,0.666999996,0,2,1,0,0,0,0,1,2,1,1,60,1
25712,147,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,2,212,7,0,0,Married,GRADUATE,29,M,39000,182,1,0,0.888000011,NULL,0,NULL,0,0,0,0,0,NULL,0,0,PL,others,670,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,8,8
25713,74,17,4,7,59,29,2,4,2,56,56,2,0,26,5,10,0,0,0,0,0,0,0,0,0,25,3,0,0,0,2,0,1,276,1,0,0,Married,OTHERS,28,M,19500,72,0.800000012,0,0.700999975,NULL,0,0.637000024,1,0,0,0,0,12.50800037,0,1,PL,PL,678,2,0,1,5,4,1,0,1,0.200000003,0,0.800000012,0.200000003,1,1,0.200000003,0.200000003,0,0,0,2,0,1,1,1,4,1,28,8
25714,39,6,6,1,26,26,0,1,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,0,1,0,1,5,7,3,2,Single,UNDER GRADUATE,24,M,17000,68,0.666999996,0.666999996,0.672999978,NULL,0,NULL,0,0,0,0,0,2.979000092,0,0,ConsumerLoan,others,665,3,0,0,3,2,1,2,1,0.333000004,0.666999996,0.666999996,0.333000004,3,1,1,0.333000004,0,0,0,2,0,0,0,0,3,1,7,5
25715,223,NULL,NULL,0,NULL,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,22,1,1,1,Married,GRADUATE,34,F,25000,96,0,0,0,NULL,0,NULL,0,1,0,1,0,NULL,0,0,PL,ConsumerLoan,662,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,15,15
25716,90,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,221,1,0,0,Married,SSC,48,M,25000,64,0.5,0,0.819000006,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,678,2,0,0,2,1,1,0,0,0,0,0.5,0.5,1,0,0.5,0,0,0,0,0,0,0,0,2,0,2,37,7
25717,64,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,POST-GRADUATE,34,M,6000,89,0.5,0,1.036999941,NULL,0,NULL,0,0,0,0,0,0.057999998,0,0,others,others,693,2,0,0,4,2,2,0,0,0,0,0.5,0.5,1,1,0.25,0.25,0,0,0,0,0,0,0,3,1,4,69,7
25718,65,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,2,183,3,2,0,Single,GRADUATE,24,M,16000,29,0.25,0,0.924000025,NULL,0,NULL,0,1,0,1,0,NULL,0,0,PL,others,692,2,0,0,4,1,3,0,0,0,0,0.25,0.75,1,0,0.25,0,0,0,0,0,0,0,0,4,0,4,57,8
25719,60,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,1,0,7,6,2,Single,GRADUATE,26,M,28000,57,1,0.666999996,0.734000027,NULL,0,NULL,0,1,0,1,0,1.470999956,1,0,ConsumerLoan,ConsumerLoan,655,4,0,0,3,3,0,2,0,0,0.666999996,1,0,3,0,1,0,0,1,0,1,1,0,0,2,1,0,8,3
25720,3912,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,OTHERS,43,M,20000,310,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,698,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,138,138
